title,critic_score,audience_score
Keanu,78.0,55.0
Mother's Day,46.0,38.0
Ratchet & Clank,22.0,42.0
Captain America: Civil War,90.0,89.0
Money Monster,59.0,51.0
Sundown,,9.0
The Darkness,3.0,19.0
Darkness,5.0,31.0
The Angry Birds Movie,44.0,47.0
Neighbors 2: Sorority Rising,64.0,44.0
The Nice Guys,91.0,79.0
Nice Guys,,25.0
All the Way,,
Alice Through the Looking Glass,,49.0
Teenage Mutant Ninja Turtles: Out of the Shadows,38.0,47.0
Me Before You,54.0,73.0
Popstar: Never Stop Never Stopping,79.0,65.0
2 Jennifer,,
The Conjuring 2,80.0,81.0
Warcraft,29.0,76.0
Now You See Me 2,33.0,53.0
Finding Dory,94.0,84.0
Central Intelligence,71.0,62.0
Independence Day: Resurgence,29.0,30.0
The Shallows,79.0,59.0
Free State of Jones,48.0,64.0
The Neon Demon,59.0,51.0
Swiss Army Man,72.0,72.0
Adventures in Babysitting,72.0,70.0
The Legend of Tarzan,35.0,58.0
The BFG,,65.0
The Purge: Election Year,55.0,48.0
The Marauders,,
The Secret Life of Pets,70.0,62.0
Captain Fantastic,83.0,85.0
Mike and Dave Need Wedding Dates,39.0,51.0
CHARACTERz,,
The Infiltrator,71.0,71.0
The Infiltrator,,58.0
Café Society,71.0,56.0
Ghostbusters,95.0,88.0
Star Trek Beyond,86.0,80.0
Batman: The Killing Joke,35.0,50.0
Ice Age: Collision Course,18.0,39.0
Lights Out,,
Nerve,,
Jason Bourne,54.0,55.0
Bad Moms,59.0,63.0
Suicide Squad,,50.0
Pete's Dragon,56.0,60.0
Sausage Party,82.0,50.0
Hell or High Water,97.0,88.0
Ben-Hur,85.0,89.0
Kubo and the Two Strings,97.0,86.0
War Dogs,,
Mechanic: Resurrection,31.0,40.0
Don't Breathe,,83.0
Hands of Stone,45.0,52.0
The 9th Life of Louis Drax,38.0,39.0
The Light Between Oceans,62.0,61.0
Morgan!,65.0,76.0
Sully,85.0,84.0
When the Bough Breaks,,
The Disappointments Room,0.0,17.0
Bridget Jones's Baby,78.0,65.0
Snowden,61.0,70.0
Blair Witch,38.0,31.0
Hillsong: Let Hope Rise,60.0,78.0
The Last Descent,,72.0
The Magnificent Seven,64.0,71.0
Magnificent Seven,,82.0
Storks,65.0,62.0
Miss Peregrine's Home for Peculiar Children,64.0,60.0
Deepwater Horizon,82.0,82.0
Queen of Katwe,94.0,86.0
Masterminds,19.0,49.0
The Girl on the Train,76.0,42.0
The Girl on the Train,76.0,42.0
The Birth of a Nation,91.0,47.0
Middle School: The Worst Years of My Life,64.0,59.0
The Alchemist Cookbook,84.0,34.0
The Accountant,,69.0
Kevin Hart: What Now?,76.0,58.0
Max Steel,0.0,48.0
Jack Reacher: Never Go Back,38.0,42.0
Keeping Up With the Joneses,19.0,37.0
Ouija: Origin of Evil,83.0,57.0
Tyler Perry's Boo! A Madea Halloween,19.0,53.0
I'm Not Ashamed,20.0,82.0
American Pastoral,24.0,31.0
Inferno,,
Trolls,76.0,67.0
Hacksaw Ridge,84.0,91.0
Loving,,
The Love Witch,95.0,61.0
The Arrival,,
Billy Lynn's Long Halftime Walk,44.0,41.0
All Is Bright,48.0,23.0
Fantastic Beasts and Where to Find Them,74.0,79.0
The Edge of Seventeen,94.0,83.0
Edge of Seventeen,80.0,73.0
Bleed for This,71.0,70.0
Manchester by the Sea,96.0,78.0
Moana,87.0,65.0
Allied,60.0,64.0
Bad Santa 2,23.0,34.0
Rules Don't Apply,55.0,34.0
Incarnate,,
La La Land,91.0,81.0
Office Christmas Party,40.0,41.0
Collateral Beauty,13.0,64.0
Fences,,
Rogue One: A Star Wars Story,84.0,87.0
The Founder,81.0,82.0
Assassin's Creed,18.0,42.0
Passengers,,
Sing,43.0,88.0
A Monster Calls,86.0,81.0
Silence,,
Why Him?,39.0,51.0
Hidden Figures,93.0,93.0
Live by Night,35.0,42.0
Paterson,96.0,72.0
Star Wars: The Last Jedi,91.0,41.0
Beauty and the Beast,,
Wonder Woman,85.0,78.0
Jumanji: Welcome to the Jungle,76.0,87.0
Guardians of the Galaxy Vol. 2,85.0,87.0
It,,
Thor: Ragnarok,93.0,87.0
Despicable Me 3,58.0,53.0
Arsenal,83.0,73.0
Between Us,,
The Bye Bye Man,18.0,22.0
The Bye Bye Man,18.0,22.0
Sleepless,55.0,51.0
The Book of Love,8.0,63.0
Book of Love,,39.0
Split,,50.0
xXx: Return of Xander Cage,45.0,37.0
The Resurrection of Gavin Stone,54.0,84.0
Sophie and the Rising Sun,69.0,62.0
A Dog's Purpose,34.0,74.0
Resident Evil: The Final Chapter,38.0,47.0
Lost in Florence,14.0,33.0
I Am Michael,62.0,37.0
iBoy,69.0,40.0
Rings,,60.0
The Space Between Us,16.0,55.0
Youth in Oregon,45.0,47.0
I am not your negro,99.0,83.0
Growing Up Smith,73.0,81.0
The LEGO Batman Movie,90.0,80.0
John Wick: Chapter 2,89.0,85.0
Fifty Shades Darker,11.0,48.0
Bornless Ones,,14.0
The Great Wall,,
A Great Wall,56.0,53.0
A Cure for Wellness,42.0,42.0
American Fable,76.0,41.0
XX,69.0,20.0
Get Out,98.0,86.0
Rock Dog,46.0,48.0
Collide,,
I Don't Feel at Home in This World Anymore,89.0,77.0
Contemporary Color,71.0,73.0
The Shack,21.0,76.0
Before I Fall,64.0,57.0
Table 19,26.0,41.0
The Last Word,,
The Last Word,40.0,48.0
Donald Cried,89.0,70.0
Kong: Skull Island,75.0,70.0
Beauty and the Beast,,
The Belko Experiment,54.0,40.0
Song to Song,43.0,37.0
Atomica,23.0,20.0
All Nighter,14.0,39.0
The Devil's Candy,93.0,65.0
Life,52.0,77.0
CHIPS,19.0,45.0
Wilson,89.0,41.0
Car Dogs,,54.0
The Marine 5: Battleground,,49.0
Ghost in the Shell,95.0,89.0
The Boss Baby,53.0,51.0
The Boss Baby,53.0,51.0
The Zookeeper's Wife,64.0,76.0
The Blackcoat's Daughter,76.0,51.0
Carrie Pilby,63.0,76.0
The Case for Christ,61.0,78.0
The Case for Christ,,80.0
Smurfs: The Lost Village,40.0,55.0
Going in Style,82.0,75.0
Colossal,82.0,58.0
The Gifted,,
Aftermath,82.0,80.0
The Fate of the Furious,67.0,72.0
Spark: A Space Tail,13.0,34.0
The Lost City of Z,86.0,58.0
My Entire High School Sinking Into the Sea,84.0,55.0
Outcasts,,
Born in China,83.0,73.0
Unforgettable,24.0,49.0
Al Waad,,
Promise,,14.0
The Immortal Life of Henrietta Lacks,69.0,54.0
After the Reality,,50.0
The Circle,,
Circle,,
How to Be a Latin Lover,39.0,61.0
Sleight,80.0,52.0
Becoming Bond,78.0,84.0
Guardians of the Galaxy Vol. 2,85.0,87.0
The Lovers,91.0,80.0
Lovers,,50.0
3 Generations,30.0,44.0
King Arthur: Legend of the Sword,31.0,69.0
Snatched,,
Wall,71.0,
Paris Can Wait,47.0,39.0
Alien: Covenant,65.0,55.0
Diary of a Wimpy Kid: The Long Haul,19.0,30.0
"Everything, Everything",44.0,61.0
Wakefield,75.0,53.0
The Wizard of Lies,73.0,64.0
Baywatch Hawaiian Wedding,,45.0
Pirates of the Caribbean: Dead Men Tell No Tales,30.0,60.0
Buena Vista Social Club: Adiós,70.0,75.0
Wonder Woman,85.0,78.0
Captain Underpants: The First Epic Movie,87.0,62.0
Dean,65.0,66.0
The Mummy,62.0,75.0
It Comes at Night,88.0,44.0
My Cousin Rachel,60.0,74.0
Megan Leavey,86.0,82.0
Beatriz at Dinner,76.0,53.0
Cars 3,69.0,68.0
Rough Night,45.0,29.0
47 Meters Down,53.0,35.0
The Book of Henry,22.0,63.0
Once Upon a Time in Venice,21.0,28.0
Transformers: The Last Knight,16.0,43.0
The Beguiled,78.0,48.0
The Beguiled,90.0,72.0
The Big Sick,98.0,88.0
The Bad Batch,45.0,30.0
Bad Batch,,
Baby Driver,92.0,86.0
Okja,86.0,81.0
Despicable Me 3,58.0,53.0
The House,,
House!,20.0,
The Little Hours,78.0,50.0
Inconceivable,,22.0
2:22,,
A Ghost Story,91.0,67.0
Tour De Pharmacy,90.0,74.0
War for the Planet of the Apes,94.0,84.0
Wish Upon,20.0,31.0
Dunkirk,60.0,73.0
Girls Trip,91.0,78.0
The Emoji Movie,6.0,36.0
An Inconvenient Sequel: Truth to Power,80.0,50.0
Brigsby Bear,83.0,87.0
Menashe,95.0,65.0
The Dark Tower,,43.0
Dark Tower,,6.0
Kidnap,,
Step,,
Wind River,,57.0
Armed Response,,33.0
Annabelle: Creation,70.0,68.0
The Glass Castle,,
Glass Castle,,
The Nut Job 2: Nutty by Nature,15.0,44.0
Good Time,91.0,82.0
Ingrid Goes West,85.0,71.0
The Only Living Boy in New York,33.0,59.0
The Hitman's Bodyguard,44.0,67.0
Logan Lucky,92.0,76.0
Patti Cake$,86.0,78.0
Victor Crowley,67.0,60.0
All Saints,95.0,73.0
Served Like a Girl,100.0,81.0
Beach Rats,84.0,57.0
Birth of the Dragon,25.0,67.0
Film Stars Don't Die in Liverpool,81.0,67.0
Tulip Fever,10.0,43.0
Unlocked,,
Valley of Bones,,71.0
It,,
Home Again,,57.0
9/11,,88.0
The Good Catholic,43.0,81.0
Fallen,,98.0
American Assassin,,
Okaasan,,95.0
Brad's Status,79.0,55.0
Kingsman: The Golden Circle,50.0,64.0
The LEGO NINJAGO Movie,56.0,46.0
Stronger,,
Battle of the Sexes,84.0,71.0
(Romance) in the Digital Age,,
Jeepers Creepers 3,17.0,29.0
American Made,,
Flatliners,50.0,59.0
Mark Felt: The Man Who Brought Down the White House,36.0,41.0
Blade Runner 2049,88.0,88.0
The Mountain Between Us,39.0,49.0
My Little Pony,,72.0
The Florida Project,96.0,81.0
Brawl in Cell Block 99,90.0,74.0
Happy Death Day,70.0,67.0
Marshall,80.0,84.0
Breathe,,
Carving a Life,,89.0
Professor Marston & the Wonder Women,87.0,77.0
Blood Money,,
Geostorm,18.0,35.0
Only the Brave,,
The Snowman,,
The Snowman,80.0,91.0
Tyler Perry's Boo 2! A Madea Halloween,5.0,41.0
Same Kind of Different as Me,40.0,84.0
Playing With Dolls,,50.0
Wonderstruck,69.0,55.0
Playground,,
Thank You for Your Service,,67.0
Suburbicon,28.0,26.0
Jigsaw,,
Novitiate,86.0,68.0
All I See Is You,30.0,31.0
Amityville: The Awakening,29.0,32.0
Thor: Ragnarok,93.0,87.0
A Bad Moms Christmas,32.0,43.0
Last Flag Flying,76.0,72.0
Lady Bird,99.0,79.0
Murder on the Orient Express,90.0,78.0
Daddy's Home 2,21.0,51.0
LBJ,56.0,54.0
"Three Billboards Outside Ebbing, Missouri",90.0,87.0
Mayhem,,
The Star,25.0,59.0
Star,,
Wonder,86.0,88.0
Cook Off!,25.0,60.0
Mr. Roosevelt,100.0,58.0
"Roman J. Israel, Esq.",55.0,57.0
Coco,,15.0
Call Me by Your Name,94.0,86.0
The Disaster Artist,91.0,85.0
Wonder Wheel,31.0,43.0
"I, Tonya",90.0,88.0
Just Getting Started,4.0,12.0
Star Wars: The Last Jedi,91.0,41.0
Ferdinand,71.0,52.0
Beyond Skyline,67.0,38.0
Jumanji: Welcome to the Jungle,76.0,87.0
The Greatest Showman,57.0,86.0
Pitch Perfect 3,28.0,43.0
Downsizing,47.0,25.0
Father Figures,,
The Post,88.0,74.0
Bright,26.0,83.0
Crooked House,58.0,54.0
Hostiles,70.0,76.0
All the Money in the World,79.0,66.0
Molly's Game,81.0,84.0
Phantom Thread,91.0,70.0
Black Panther,,50.0
Avengers: Infinity War,85.0,92.0
Incredibles 2,93.0,84.0
Jurassic World: Fallen Kingdom,46.0,48.0
Aquaman,65.0,72.0
Deadpool 2,84.0,85.0
Dr. Seuss' The Grinch,59.0,52.0
How the Grinch Stole Christmas,49.0,58.0
Mission: Impossible - Fallout,97.0,88.0
Bohemian Rhapsody,60.0,85.0
Insidious: The Last Key,33.0,49.0
The Commuter,55.0,40.0
Proud Mary,25.0,45.0
Freak Show,52.0,71.0
Humor Me,71.0,53.0
12 Strong,50.0,62.0
Den of Thieves,41.0,62.0
Forever My Girl,24.0,79.0
Thane of East County,,45.0
Maze Runner: The Death Cure,42.0,58.0
Please Stand By,,
Winchester,13.0,32.0
A Fantastic Woman,94.0,76.0
The Cloverfield Paradox,22.0,41.0
Bad Apples,,
Peter Rabbit,64.0,56.0
Pad Man,74.0,89.0
Fifty Shades Freed,11.0,38.0
The 15:17 to Paris,23.0,37.0
Permission,67.0,33.0
Golden Exits,67.0,36.0
Black Panther,,50.0
Nostalgia,,
Samson,,40.0
Game Night,85.0,78.0
Annihilation,88.0,67.0
Every Day,,
The Cured,71.0,45.0
Cured,89.0,
Red Sparrow,45.0,51.0
Death Wish,66.0,69.0
The Vanishing of Sidney Hall,11.0,77.0
Pickings,80.0,57.0
A Wrinkle in Time,,40.0
Thoroughbreds,,
The Strangers: Prey at Night,40.0,36.0
The Strangers: Prey at Night,40.0,36.0
The Hurricane Heist,47.0,23.0
"Love, Simon",92.0,87.0
7 Days in Entebbe,24.0,37.0
Furlough,20.0,31.0
Josie,13.0,32.0
Flower,,
Pacific Rim Uprising,42.0,37.0
Isle of Dogs,,11.0
Sherlock Gnomes,27.0,36.0
Unsane,80.0,59.0
"Paul, Apostle of Christ",48.0,83.0
Final Portrait,73.0,48.0
Ready Player One,72.0,77.0
Acrimony,18.0,60.0
God's Not Dead: A Light in Darkness,11.0,52.0
Gemini,100.0,71.0
The Last Movie Star,61.0,73.0
A Quiet Place,96.0,83.0
Blockers,84.0,51.0
You Were Never Really Here,89.0,64.0
Chappaquiddick,80.0,68.0
The Miracle Season,52.0,82.0
Paterno,71.0,49.0
Beirut,82.0,57.0
Rampage,,
Truth or Dare?: A Critical Madness,,58.0
The Rider,97.0,82.0
Rider,,
Sgt. Stubby: An American Hero,89.0,92.0
Sign Gene,,
I Feel Pretty,35.0,35.0
Super Troopers 2,35.0,64.0
Traffik,,80.0
The House of Tomorrow,,
Avengers: Infinity War,85.0,92.0
Disobedience: The Sousa Mendes Story,,
Backstabbing for Beginners,39.0,52.0
Kings,,65.0
Overboard,46.0,74.0
The Truth About Tully,81.0,76.0
Bad Samaritan,54.0,65.0
The Cleanse,79.0,36.0
Life of the Party,,39.0
Breaking In,80.0,43.0
The Seagull,,33.0
Seagull,,
Terminal,,
Deadpool 2,84.0,85.0
Book Club,55.0,51.0
First Reformed,94.0,69.0
Show Dogs,16.0,27.0
Fahrenheit 451,31.0,22.0
Solo: A Star Wars Story,69.0,63.0
How to Talk to Girls at Parties,48.0,39.0
Future World,0.0,12.0
The Tale,99.0,81.0
Tale,,
Action Point,16.0,27.0
Adrift,70.0,65.0
American Animals,88.0,82.0
Social Animals,58.0,43.0
Ocean's 8,68.0,47.0
Won't You Be My Neighbor?,97.0,94.0
Hereditary,90.0,71.0
Hotel Artemis,57.0,35.0
Superfly,93.0,70.0
Incredibles 2,93.0,84.0
Tag,,
Gotti,60.0,83.0
Jurassic World: Fallen Kingdom,46.0,48.0
Barriere (Boundaries),,
Damsel,67.0,53.0
The Domestics,100.0,49.0
Sicario: Day of the Soldado,62.0,65.0
Leave No Trace,100.0,79.0
Love All You Have Left,,86.0
Uncle Drew,61.0,48.0
Woman Walks Ahead,59.0,61.0
Who's Watching Oliver,80.0,65.0
The First Purge,56.0,27.0
Sorry to Bother You,93.0,70.0
Whitney,47.0,39.0
Hotel Transylvania 3: Summer Vacation,62.0,49.0
Skyscraper,,17.0
Eighth Grade,99.0,82.0
"Don't Worry, He Won't Get Far on Foot",77.0,76.0
Mamma Mia! Here We Go Again,79.0,66.0
The Equalizer 2,52.0,61.0
The Equalizer 2,52.0,61.0
Blindspotting,94.0,87.0
Unfriended: Dark Web,59.0,40.0
Mission: Impossible - Fallout,97.0,88.0
Teen Titans GO! to the Movies,91.0,71.0
Hot Summer Nights,45.0,59.0
Puzzle,,
Extinction,,
Christopher Robin,72.0,83.0
The Darkest Minds,15.0,71.0
The Spy Who Dumped Me,49.0,58.0
The Miseducation of Cameron Post,87.0,77.0
Never Goin' Back,76.0,64.0
Dog Days,49.0,69.0
The Meg,47.0,44.0
BlacKkKlansman,96.0,83.0
Slender Man,8.0,16.0
A Prayer Before Dawn,92.0,75.0
Elizabeth Harvest,52.0,60.0
Crazy Rich Asians,91.0,76.0
Alpha,,
Mile 22,23.0,44.0
The Wife,,
The Wife,,93.0
Billionaire Boys Club,7.0,34.0
"Juliet, Naked",82.0,74.0
Down a Dark Hall,48.0,20.0
To All the Boys I've Loved Before,96.0,85.0
The Happytime Murders,23.0,40.0
Papillon,72.0,90.0
A-X-L,25.0,58.0
Operation Finale,61.0,67.0
Destination Wedding,51.0,57.0
Reprisal!,,
The Nun,,20.0
The Nun,86.0,80.0
Peppermint,,67.0
The Predator,34.0,32.0
Predator,80.0,87.0
White Boy Rick,57.0,50.0
A Simple Favor,84.0,73.0
The Children Act,74.0,63.0
Lizzie,,7.0
Unbroken: Path to Redemption,38.0,73.0
Hell House LLC II: The Abaddon Hotel,,32.0
The House With a Clock in Its Walls,65.0,45.0
Life Itself,98.0,88.0
The Sisters Brothers,87.0,69.0
Assassination Nation,74.0,55.0
Little Italy,,
Colette,,
Fahrenheit 11/9,82.0,60.0
"Love, Gilda",89.0,81.0
Smallfoot,76.0,62.0
Night School,,27.0
The Old Man & the Gun,93.0,66.0
The Old Man & the Gun,93.0,66.0
Hell Fest,39.0,41.0
Venom,,
A Star Is Born,90.0,80.0
The Great Buster: A Celebration,94.0,86.0
First Man,87.0,68.0
Bad Times at the El Royale,75.0,75.0
Goosebumps 2: Haunted Halloween,48.0,37.0
Beautiful Boy,71.0,56.0
The Oath,75.0,61.0
Gosnell,60.0,96.0
After Everything,84.0,71.0
The Hate U Give,97.0,81.0
Can You Ever Forgive Me?,98.0,81.0
Mid90s,81.0,81.0
What They Had,87.0,83.0
Hunter Killer,38.0,67.0
Johnny English Strikes Again,36.0,50.0
Suspiria,65.0,72.0
Indivisible,,
Bullitt County,50.0,75.0
Bohemian Rhapsody,60.0,85.0
The Nutcracker and the Four Realms,32.0,35.0
Nobody's Fool,,
Boy Erased,80.0,74.0
The Other Side of the Wind,83.0,58.0
A Private War,87.0,63.0
Bodied,89.0,85.0
Dr. Seuss' The Grinch,59.0,52.0
How the Grinch Stole Christmas,49.0,58.0
The Girl in the Spider's Web,38.0,36.0
Overlord,89.0,73.0
The Ballad of Buster Scruggs,89.0,78.0
Lazer Team 2,,61.0
Fantastic Beasts: The Crimes of Grindelwald,36.0,54.0
Widows,,20.0
Green Book,77.0,91.0
Instant Family,82.0,83.0
Ralph Breaks the Internet,88.0,64.0
Creed II,83.0,80.0
Robin Hood,,
Roma,96.0,72.0
The Favourite,93.0,70.0
Mowgli: Legend of the Jungle,52.0,51.0
The Possession of Hannah Grace,21.0,28.0
The Cabin,,
Cabin,,
Mary Queen of Scots,62.0,41.0
Ben Is Back,81.0,69.0
Mortal Engines,26.0,48.0
The Mule,,50.0
If Beale Street Could Talk,95.0,68.0
Mary Poppins Returns,79.0,64.0
Aquaman,65.0,72.0
Bumblebee,90.0,75.0
Welcome to Marwen,34.0,48.0
Second Act,,
Holmes & Watson,10.0,25.0
Vice,,
On the Basis of Sex,72.0,76.0
Destroyer,74.0,50.0
Avengers: Endgame,94.0,90.0
The Lion King,92.0,93.0
The Lion King,92.0,93.0
Star Wars: The Rise of Skywalker,51.0,86.0
Frozen II,77.0,92.0
Toy Story 4,97.0,94.0
Captain Marvel,79.0,45.0
Aladdin,57.0,94.0
Joker,,33.0
Jumanji: The Next Level,72.0,87.0
Escape Room,,19.0
Rust Creek,84.0,60.0
American Hangman,44.0,54.0
A Dog's Way Home,59.0,71.0
The Upside,43.0,82.0
In Their Skin,45.0,17.0
After Darkness,,
Glass,,
Close,,
The Standoff at Sparrow Creek,78.0,66.0
The Final Wish,67.0,23.0
The Kid Who Would Be King,90.0,55.0
Serenity,82.0,91.0
I Am Mother,89.0,75.0
The Vast of Night,92.0,66.0
Miss Bala,88.0,63.0
Velvet Buzzsaw,61.0,36.0
O.G.,89.0,66.0
The LEGO Movie 2: The Second Part,84.0,68.0
Cold Pursuit,68.0,49.0
High Flying Bird,91.0,50.0
The Prodigy,,
Prodigy,,50.0
Isn't It Romantic?,13.0,
Happy Death Day 2U,71.0,60.0
Alita: Battle Angel,61.0,91.0
How to Train Your Dragon: The Hidden World,90.0,87.0
Fighting With My Family,93.0,86.0
Tyler Perry's A Madea Family Funeral,11.0,31.0
I Am Greta,79.0,36.0
Triple Frontier,70.0,58.0
Captain Marvel,79.0,45.0
Gloria Bell,90.0,47.0
Disney's The Kid,49.0,49.0
Kid,,
Wonder Park,34.0,43.0
Nancy Drew and the Hidden Staircase,,44.0
Captive State,42.0,39.0
The Aftermath,,
Aftermath,82.0,80.0
Five Feet Apart,53.0,79.0
The Highwaymen,59.0,76.0
Highwaymen,13.0,37.0
Red 11,67.0,67.0
Never Grow Old,90.0,62.0
Triple Threat,,
Us,,
Hotel Mumbai,76.0,88.0
Dirt,,
Dragged Across Concrete,76.0,67.0
Dumbo,95.0,70.0
The Beach Bum,58.0,42.0
Unplanned,42.0,94.0
Shazam!,90.0,82.0
Pet Sematary,56.0,60.0
High Life,,
Unicorn Store,66.0,43.0
The Haunting of Sharon Tate,18.0,28.0
Native Son,44.0,
The Silence,,
Silence,,
Hellboy,81.0,66.0
Missing Link,,55.0
After...,,11.0
Her Smell,84.0,44.0
Breakthrough,,
Penguins,92.0,80.0
The Curse of La Llorona,,
Under the Silver Lake,58.0,59.0
Family,,
Fast Color,82.0,58.0
Someone Great,83.0,65.0
I Spit on Your Grave: Deja Vu,,13.0
Avengers: Endgame,94.0,90.0
I Trapped the Devil,73.0,43.0
Body at Brighton Rock,64.0,17.0
Buffaloed,80.0,60.0
Long Shot,88.0,84.0
The Intruder,,
Les Passagers (The Intruder) (The Passengers),,
UglyDolls,29.0,54.0
"Extremely Wicked, Shockingly Evil and Vile",54.0,57.0
The Last Summer,,
Last Summer,78.0,73.0
The Hustle,,89.0
Hustle,,24.0
Tolkien,51.0,71.0
Poms,36.0,73.0
The Professor and the Madman,39.0,79.0
John Wick: Chapter 3 -- Parabellum,89.0,86.0
A Dog's Journey,52.0,91.0
The Sun Is Also a Star,52.0,60.0
The Professor,,
Professor,,
The Souvenir,90.0,36.0
Souvenir,,
The Tomorrow Man,,
The Tomorrow Man,,0.0
Aladdin,57.0,94.0
Brightburn,57.0,67.0
Booksmart,96.0,77.0
The Perfection,70.0,56.0
Always Be My Maybe,,65.0
Deadwood: The Movie,98.0,81.0
"Godzilla, King of the Monsters!",84.0,73.0
Rocketman,,
Ma,92.0,50.0
Dark Phoenix,22.0,64.0
The Secret Life of Pets 2,60.0,90.0
The Last Black Man in San Francisco,93.0,84.0
Changeland,50.0,63.0
Men in Black: International,23.0,66.0
Shaft,34.0,94.0
The Dead Don't Die,,40.0
The Dead Don't Die,,40.0
Murder Mystery,44.0,46.0
Plus One,,
Toy Story 4,97.0,94.0
Anna,,
Child's Play,74.0,65.0
Annabelle Comes Home,64.0,70.0
Yesterday,,
Ophelia,,
Killers Anonymous,0.0,17.0
Escape Plan: The Extractors,25.0,11.0
Midsommar,83.0,63.0
Stuber,42.0,79.0
Crawl,63.0,63.0
Point Blank,91.0,77.0
La despedida,,
Farewell,86.0,75.0
Darlin',68.0,45.0
The Lion King,92.0,93.0
The Lion King,92.0,93.0
Once Upon a Time... In Hollywood,86.0,70.0
Skin,77.0,82.0
The Red Sea Diving Resort,29.0,77.0
The Red Sea Diving Resort,29.0,77.0
Fast & Furious Presents: Hobbs & Shaw,67.0,88.0
A Score to Settle,15.0,18.0
Newcomer,,40.0
The Operative,,15.0
Dora and the Lost City of Gold,85.0,88.0
The Kitchen,24.0,69.0
Kitchen,,
The Art of Racing in the Rain,45.0,96.0
Scary Stories to Tell in the Dark,78.0,72.0
The Peanut Butter Falcon,95.0,96.0
After the Wedding,87.0,87.0
Light of My Life,82.0,72.0
The Angry Birds Movie 2,72.0,84.0
Good Boys,,
Blinded by the Light,89.0,91.0
"Where'd You Go, Bernadette",51.0,74.0
47 Meters Down: Uncaged,44.0,68.0
Gwen,72.0,74.0
Ready or Not,,
Angel Has Fallen,38.0,93.0
Brittany Runs a Marathon,88.0,87.0
Overcomer,56.0,98.0
Jacob's Ladder,72.0,84.0
Burn!,80.0,81.0
Official Secrets,82.0,89.0
Don't Let Go,,
The Last Horror Film,,40.0
The Last Horror Film,,40.0
"Debunkers, Inc.",,
It: Chapter Two,62.0,78.0
Satanic Panic,,20.0
Strange but True,52.0,83.0
The Obituary of Tunde Johnson,95.0,57.0
The Goldfinch,25.0,72.0
Distortions,,
Sound of Silence,,
Monos,93.0,85.0
Tall Girl,38.0,23.0
Ad Astra,83.0,40.0
Downton Abbey,84.0,94.0
Rambo: Last Blood,26.0,81.0
Bloodline,,
Fractured,57.0,53.0
Abominable,82.0,95.0
The Laundromat,41.0,40.0
Prey,,
10 Minutes Gone,0.0,16.0
Joker,,33.0
Lucy in the Sky,21.0,31.0
Dolemite Is My Name,97.0,91.0
Low Tide,,
Wrinkles the Clown,71.0,38.0
Little Monsters,44.0,62.0
Gemini Man,,
The Addams Family,45.0,69.0
The Addams Family,67.0,66.0
The King,77.0,53.0
King,,
Jexi,21.0,71.0
Polaroid,,
El Camino: A Breaking Bad Movie,91.0,81.0
Maleficent: Mistress of Evil,39.0,95.0
Zombieland: Double Tap,68.0,88.0
Jojo Rabbit,80.0,94.0
The Lighthouse,,
The Southern Lighthouse,,70.0
The Wounds,,87.0
Black & Blue,,
The Current War,33.0,86.0
Countdown,,
The Kill Team,91.0,73.0
The Gallows Act II,0.0,29.0
Terminator: Dark Fate,70.0,82.0
Motherless Brooklyn,64.0,80.0
The Irishman,95.0,86.0
The Irishman,,
Harriet,74.0,97.0
Arctic Dogs,12.0,60.0
Doctor Sleep,78.0,89.0
Last Christmas,,
Playing With Fire,,50.0
Snow Days,53.0,63.0
Midway,41.0,71.0
Klaus,95.0,96.0
Honey Boy,95.0,92.0
Lady and the Tramp,93.0,80.0
Noëlle,57.0,55.0
Ford v Ferrari,92.0,98.0
Charlie's Angels,68.0,45.0
The Good Liar,64.0,85.0
Gozaresh,,57.0
Report,,
Frozen II,77.0,92.0
A Beautiful Day in the Neighborhood,95.0,92.0
21 Bridges,54.0,91.0
Dark Waters,67.0,54.0
Knives Out,97.0,92.0
Queen & Slim,82.0,92.0
The Two Popes,89.0,88.0
Playmobil: The Movie,17.0,62.0
The Aeronauts,72.0,95.0
A Million Little Pieces,27.0,51.0
Daniel Isn't Real,84.0,57.0
Trauma Center,20.0,55.0
Jumanji: The Next Level,72.0,87.0
Richard Jewell,77.0,96.0
Black Christmas,14.0,38.0
6 Underground,36.0,60.0
Bombshell,,0.0
Uncut Gems,91.0,52.0
Seberg,35.0,51.0
A Hidden Life,,
Star Wars: The Rise of Skywalker,51.0,86.0
Cats,,
Togo,83.0,70.0
Spies in Disguise,77.0,92.0
Little Women,,
Just Mercy,85.0,99.0
Bad Boys for Life,75.0,96.0
Sonic the Hedgehog,,90.0
Birds of Prey,,
Dolittle,15.0,76.0
The Invisible Man,,
The Call of the Wild,,
Call of the Wild,,100.0
Onward,88.0,95.0
The Croods: A New Age,77.0,94.0
Tenet,69.0,76.0
Wonder Woman 1984,57.0,73.0
The Grudge,41.0,46.0
The Grudge,41.0,46.0
Underwater!,,14.0
Like a Boss,22.0,65.0
Three Christs,43.0,67.0
Inherit the Viper,45.0,41.0
The Sonata,48.0,65.0
Sonata,,100.0
The Murder of Nicole Brown Simpson,0.0,5.0
Angels Fallen,,40.0
Bad Boys for Life,75.0,96.0
Dolittle,15.0,76.0
A Fall From Grace,20.0,
The Gentlemen,75.0,84.0
Gentlemen,,43.0
