year,category,winner,nominee
1979,Best Director - Motion Picture,True,"Deer Hunter, The"
1979,Best Director - Motion Picture,False,Interiors
1979,Best Director - Motion Picture,False,Coming Home
1979,Best Director - Motion Picture,False,Days of Heaven
1979,Best Director - Motion Picture,False,"Unmarried Woman, An"
1979,Best Director - Motion Picture,False,Midnight Express
1979,Best Screenplay - Motion Picture,True,Midnight Express
1979,Best Screenplay - Motion Picture,False,Coming Home
1979,Best Screenplay - Motion Picture,False,"Deer Hunter, The"
1979,Best Screenplay - Motion Picture,False,Foul Play
1979,Best Screenplay - Motion Picture,False,Interiors
1979,Best Screenplay - Motion Picture,False,"Unmarried Woman, An"
1979,Best Motion Picture - Foreign Language,True,"Sweden, Ingmar Bergman"
1979,Best Motion Picture - Foreign Language,False,"Greece, Jules Dassin"
1979,Best Motion Picture - Foreign Language,False,"France, Bertrand Blier"
1979,Best Motion Picture - Foreign Language,False,"Israel, Boaz Davidson"
1979,Best Motion Picture - Foreign Language,False,"United Kingdom, John Guillermin"
1979,Best Motion Picture - Foreign Language,False,"Brazil, Bruno Barreto"
1979,Best Original Score - Motion Picture,True,Midnight Express
1979,Best Original Score - Motion Picture,False,Superman
1979,Best Original Score - Motion Picture,False,"Unmarried Woman, An"
1979,Best Original Score - Motion Picture,False,"Children of Sanchez, The"
1979,Best Original Score - Motion Picture,False,"Lord of the Rings, The"
1979,Best Original Song - Motion Picture,True,Thank God It's Friday
1979,Best Original Song - Motion Picture,False,Grease
1979,Best Original Song - Motion Picture,False,"Same Time, Next Year"
1979,Best Original Song - Motion Picture,False,Foul Play
1979,Best Original Song - Motion Picture,False,Grease
1979,Best Television Series - Drama,True,60 Minutes
1979,Best Television Series - Drama,False,Battlestar Galactica
1979,Best Television Series - Drama,False,Family
1979,Best Television Series - Drama,False,Holocaust
1979,Best Television Series - Drama,False,Lou Grant
1979,Best Television Series - Musical or Comedy,True,Taxi
1979,Best Television Series - Musical or Comedy,False,Alice
1979,Best Television Series - Musical or Comedy,False,All In The Family
1979,Best Television Series - Musical or Comedy,False,The Love Boat
1979,Best Television Series - Musical or Comedy,False,Three's Company
1979,Best Performance by an Actress In A Television Series - Drama,True,Holocaust
1979,Best Performance by an Actress In A Television Series - Drama,False,Wheels
1979,Best Performance by an Actress In A Television Series - Drama,False,Family
1979,Best Performance by an Actress In A Television Series - Drama,False,Charlie's Angels
1979,Best Performance by an Actress In A Television Series - Drama,False,Family
1979,Best Performance by an Actor In A Television Series - Drama,True,Holocaust
1979,Best Performance by an Actor In A Television Series - Drama,False,Lou Grant
1979,Best Performance by an Actor In A Television Series - Drama,False,"Rockford Files, The"
1979,Best Performance by an Actor In A Television Series - Drama,False,Battlestar Galactica
